length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_eq,nb_slash,nb_www,ratio_digits_url,ratio_digits_host,tld_in_subdomain,prefix_suffix,shortening_service,phish_hints,domain_age,dns_record,https_token,google_index,page_rank,web_traffic,label
29,21,0,2,0,0,0,0,3,0,0.068965517,0.095238095,0,0,1,0,7621,0,0,1,6,56198,1
70,16,0,2,1,0,0,0,6,0,0.128571429,0.0,0,0,0,0,8347,0,1,1,10,1,1
34,27,0,2,2,0,0,0,2,0,0.0,0.0,0,0,1,0,7298,0,0,0,5,0,0
34,26,0,2,0,0,0,0,3,0,0.0,0.0,0,0,0,1,1950,0,0,1,1,341948,1
90,17,1,1,9,0,0,0,5,0,0.088888889,0.0,0,0,0,0,6054,0,0,0,8,41,0
62,10,1,1,0,0,0,0,5,0,0.370967742,0.0,0,0,0,0,-1,0,0,1,0,0,1
30,23,0,2,0,0,0,0,2,0,0.033333333,0.043478261,0,0,1,0,7295,0,0,1,5,0,1
33,25,0,1,0,0,0,0,3,0,0.0,0.0,0,0,0,0,2941,0,0,0,5,812399,0
106,17,0,3,1,1,1,1,9,0,0.0,0.0,0,1,0,4,4609,0,0,1,3,0,1
16,7,0,1,0,0,0,0,3,0,0.0,0.0,0,0,0,0,334,0,1,0,2,0,1
42,19,0,2,0,0,0,0,4,1,0.0,0.0,0,0,0,0,4733,0,0,0,3,576147,0
57,18,0,3,0,0,1,1,3,1,0.105263158,0.166666667,0,0,0,2,4454,0,0,0,4,1467571,0
38,16,0,2,0,0,0,0,4,0,0.0,0.0,0,0,0,0,1377,0,0,0,0,0,1
75,27,1,3,0,0,0,0,4,0,0.253333333,0.0,0,0,0,0,6963,0,0,1,3,354872,1
45,12,0,1,1,0,0,0,7,0,0.0,0.0,0,1,0,0,91,0,0,1,3,0,1
110,23,0,3,1,0,1,1,8,1,0.036363636,0.0,0,1,0,2,1797,0,0,1,0,0,1
47,18,0,1,0,0,0,0,5,0,0.0,0.0,0,0,0,0,3584,0,0,0,5,250391,0
99,14,1,4,8,0,0,0,6,1,0.171717172,0.0,0,0,0,0,7984,0,0,1,6,348,0
36,16,0,2,0,0,0,0,4,0,0.0,0.0,0,0,0,0,7134,0,1,0,7,13,0
45,32,0,2,1,0,0,0,4,0,0.022222222,0.0,0,1,1,0,7189,1,0,1,1,481145,1
67,38,0,3,0,0,0,0,5,1,0.0,0.0,0,0,0,0,-1,0,0,1,0,0,1
32,16,0,3,0,0,0,0,3,1,0.0,0.0,0,0,0,0,1000,0,0,1,0,0,1
32,24,0,4,0,0,0,0,3,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,1
29,20,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,2479,0,1,0,4,2339837,0
91,17,1,2,5,0,0,0,4,1,0.087912088,0.0,0,1,0,1,9310,0,1,0,5,6136,0
34,25,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,3360,0,1,0,4,60722,0
34,14,0,3,0,0,0,0,3,1,0.0,0.0,0,0,0,0,6573,0,1,0,3,0,0
42,34,0,2,0,0,0,0,3,0,0.023809524,0.029411765,0,0,0,1,1950,0,0,1,1,341948,1
22,13,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,-1,0,1,0,5,70132,0
37,15,0,3,0,0,0,0,4,0,0.0,0.0,0,0,0,1,-1,0,0,1,1,198565,0
13,6,0,1,0,0,0,0,2,0,0.076923077,0.166666667,0,0,0,0,-1,0,0,0,2,1779698,0
79,19,0,3,1,1,1,1,7,0,0.075949367,0.263157895,0,1,0,0,4603,0,0,1,1,797163,1
55,25,0,3,4,0,0,0,3,1,0.0,0.0,0,0,0,0,4887,0,0,0,3,0,0
36,28,0,3,1,0,0,0,3,0,0.0,0.0,1,1,0,0,252,0,0,1,0,2602858,1
94,43,0,2,1,0,0,0,6,0,0.0,0.0,0,1,0,2,330,0,0,1,0,0,1
123,17,1,2,0,0,1,5,3,0,0.325203252,0.0,0,0,0,0,9339,0,1,0,5,21,1
26,17,0,3,0,0,0,0,3,1,0.0,0.0,0,0,0,0,8757,0,1,0,5,108411,0
48,16,0,2,0,0,0,0,4,0,0.0,0.0,0,0,0,0,7134,0,1,0,7,13,0
113,32,1,3,1,0,0,0,6,0,0.274336283,0.4375,0,1,0,0,521,1,0,1,2,375731,1
24,15,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,-1,0,1,0,2,94585,0
22,13,0,2,0,0,0,0,3,1,0.090909091,0.153846154,0,0,0,0,7485,0,1,0,4,93739,0
72,16,1,2,6,0,0,0,5,1,0.097222222,0.0,0,1,0,0,3958,0,0,0,3,1171381,0
26,18,0,2,1,0,0,0,3,1,0.0,0.0,0,1,0,0,2971,0,0,0,1,8916361,0
52,25,0,2,0,0,0,0,6,0,0.0,0.0,0,0,0,0,-1,0,0,1,0,0,1
26,14,0,2,0,0,0,0,3,0,0.0,0.0,0,0,0,0,-1,0,0,1,3,0,1
70,49,1,5,2,0,0,0,4,0,0.242857143,0.346938776,0,0,1,0,5626,0,1,1,5,0,1
46,11,0,3,1,0,0,0,5,0,0.152173913,0.272727273,0,1,0,2,-1,0,0,1,0,0,1
49,16,0,2,0,0,0,0,4,0,0.0,0.0,0,0,0,0,7133,0,1,0,7,12,0
87,17,0,3,0,1,1,1,4,0,0.091954023,0.0,0,0,0,0,256,0,1,1,0,0,1
63,27,0,2,0,0,0,0,4,0,0.095238095,0.0,1,0,0,0,7156,0,0,1,3,2250,0
44,18,0,2,0,0,0,0,4,1,0.0,0.0,0,0,0,0,5028,0,1,0,6,9583,0
75,11,0,2,5,0,0,0,7,0,0.106666667,0.090909091,0,1,0,2,1939,0,1,1,3,8011140,0
60,24,0,2,2,0,0,0,4,0,0.166666667,0.0,0,1,0,0,377,0,0,1,0,0,1
21,12,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,6135,0,1,0,2,0,0
72,28,0,3,0,0,0,0,5,0,0.0,0.0,0,0,0,1,976,0,0,1,0,0,1
22,15,0,2,0,0,0,0,2,1,0.0,0.0,0,0,0,0,3505,0,0,0,2,0,0
59,23,0,3,1,0,0,0,5,1,0.06779661,0.0,0,0,0,0,-1,0,0,0,4,98797,0
93,20,1,4,1,0,1,1,5,0,0.129032258,0.0,0,1,0,2,495,0,0,1,2,0,1
21,14,0,1,0,0,0,0,2,0,0.0,0.0,0,0,0,0,-1,0,0,0,5,81605,0
42,28,0,1,0,0,0,0,3,0,0.0,0.0,0,0,0,0,286,0,0,0,0,0,1
96,24,0,2,1,0,0,0,5,0,0.145833333,0.0,0,1,1,0,7121,0,0,1,4,33109,0
31,24,0,3,0,0,0,0,2,1,0.0,0.0,0,0,0,0,-1,0,0,0,3,4270990,0
18,11,0,2,0,0,0,0,2,0,0.0,0.0,0,0,0,0,7253,0,0,1,1,943419,1
31,12,0,2,0,0,0,0,4,1,0.129032258,0.0,0,0,0,0,9267,0,0,0,7,8505,0
24,16,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,4687,0,0,0,2,0,0
32,23,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,8547,0,1,0,3,4793022,0
38,29,0,2,0,0,0,0,3,0,0.0,0.0,0,0,0,0,7449,0,1,0,8,0,0
38,30,0,3,1,0,0,0,3,0,0.105263158,0.133333333,0,1,0,0,6844,1,0,1,2,904078,1
64,36,0,2,0,0,0,0,5,0,0.0,0.0,0,0,0,1,1684,0,0,1,0,4908352,1
61,18,0,2,3,0,0,0,3,0,0.0,0.0,0,1,0,0,5452,0,1,1,3,125976,0
28,19,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,1931,0,1,0,3,3635818,0
41,14,0,3,1,0,0,0,3,1,0.0,0.0,0,0,1,0,7219,0,0,0,6,737,0
43,21,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,1460,0,0,1,0,0,1
26,18,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,-1,0,0,0,3,765762,0
28,19,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,1903,0,1,0,2,328534,0
22,15,0,2,0,0,0,0,2,0,0.0,0.0,0,0,0,0,-1,0,0,1,2,0,1
77,21,0,4,1,0,0,0,7,0,0.012987013,0.047619048,0,1,0,3,1728,0,0,1,3,0,1
144,24,1,1,7,0,0,1,10,0,0.208333333,0.0,0,0,0,0,2,0,0,1,0,0,1
43,27,0,2,1,0,1,0,4,1,0.0,0.0,0,1,0,0,3934,0,0,1,0,0,1
106,18,1,8,2,0,0,0,5,1,0.150943396,0.0,0,0,0,0,-1,0,0,1,0,0,1
54,17,0,3,1,0,0,0,4,1,0.0,0.0,0,0,0,0,5447,0,0,1,4,58454,0
52,17,0,2,1,0,0,0,5,0,0.0,0.0,0,0,0,1,10182,0,0,0,5,2931,0
39,30,0,2,0,0,0,0,3,0,0.0,0.0,0,0,0,0,7447,0,1,0,8,0,0
23,16,0,2,1,0,0,0,2,0,0.0,0.0,0,0,0,0,7533,0,0,0,5,333891,0
29,21,0,2,1,0,0,0,2,1,0.0,0.0,0,0,0,0,-1,0,1,0,3,0,0
61,15,0,2,0,0,0,0,4,1,0.0,0.0,0,0,0,0,8831,0,0,1,6,2695,0
38,14,0,2,0,0,0,0,4,1,0.0,0.0,0,0,0,0,5161,0,1,1,8,114,0
41,16,0,3,0,0,0,0,5,1,0.0,0.0,0,0,0,0,2956,0,0,1,0,0,1
51,17,0,4,0,0,0,0,5,0,0.0,0.0,0,0,0,0,12350,0,0,0,5,7863,0
29,20,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,8463,0,1,0,4,303877,0
106,19,1,2,1,0,0,0,9,1,0.216981132,0.0,0,1,0,3,2046,0,0,1,0,0,1
57,16,0,2,0,0,0,0,4,0,0.0,0.0,0,0,0,0,7133,0,1,1,7,12,0
116,26,0,3,0,0,1,1,5,0,0.068965517,0.0,0,0,1,0,8019,0,1,1,4,0,1
32,23,0,2,0,0,0,0,3,0,0.09375,0.130434783,0,0,1,0,7295,0,1,1,5,0,1
23,15,0,2,1,0,0,0,3,1,0.0,0.0,0,1,0,0,4647,0,0,0,4,0,0
41,15,1,1,1,0,0,0,6,0,0.243902439,0.0,0,1,0,0,1709,0,0,0,3,2901383,0
71,35,0,2,2,0,0,0,5,0,0.0845070419999999,0.0,0,1,0,0,-2,0,0,1,0,0,1
79,11,0,4,0,0,1,1,8,0,0.075949367,0.0,0,0,0,1,-1,0,0,1,2,4436986,1
29,20,0,2,0,0,0,0,3,0,0.0,0.0,0,0,1,0,7296,0,1,0,5,408732,0
119,16,0,3,12,0,0,0,6,1,0.033613445,0.0,0,1,1,1,8453,0,0,0,5,72686,0
458,23,1,5,2,0,1,1,9,0,0.408296943,0.0,0,0,0,0,7086,0,1,1,3,18263,1
46,21,0,4,0,0,0,0,4,0,0.043478261,0.095238095,0,0,1,0,5331,0,0,1,0,0,1
104,16,0,2,2,0,0,0,10,1,0.048076923,0.0,0,1,0,2,1706,0,1,1,2,4830221,1
58,32,0,2,1,0,0,0,5,1,0.0,0.0,0,1,0,2,2232,0,0,1,2,9330247,1
83,19,0,3,0,0,0,0,7,1,0.0,0.0,0,0,0,0,330,0,0,1,0,0,1
77,23,1,1,0,0,0,0,5,0,0.272727273,0.0,0,0,0,0,5767,0,0,1,2,0,1
69,28,0,3,2,0,0,0,5,1,0.043478261,0.0,0,0,0,0,5396,0,0,0,5,42544,0
16,9,0,1,0,0,0,0,2,0,0.0,0.0,0,0,0,0,41,0,0,0,1,0,0
78,22,0,2,5,0,0,0,4,1,0.076923077,0.1363636359999999,0,0,0,0,1261,0,1,0,3,5796653,0
52,14,0,3,1,0,0,0,5,0,0.057692308,0.0,0,1,0,0,-1,0,1,1,0,0,1
27,16,0,2,0,0,0,0,4,1,0.0,0.0,0,0,0,0,3016,0,0,0,3,184890,0
28,20,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,4515,0,0,0,3,0,0
50,15,0,2,2,0,0,0,5,1,0.12,0.0,0,0,1,0,9280,0,1,1,7,126,0
73,16,0,3,4,0,0,0,5,1,0.0821917809999999,0.0,0,0,0,0,2775,0,0,0,4,7193681,0
35,9,0,1,0,0,0,0,5,0,0.057142857,0.0,0,0,0,0,9269,0,0,0,7,8474,0
37,19,0,2,0,0,0,0,4,0,0.0,0.0,0,0,0,0,1199,0,1,1,1,0,1
97,25,0,2,8,0,0,0,6,1,0.06185567,0.0,0,0,0,0,5163,0,1,0,3,374021,0
25,14,0,2,0,0,0,0,4,1,0.0,0.0,0,0,0,0,2427,1,0,1,0,0,1
43,14,0,3,0,0,0,0,5,0,0.139534884,0.0,0,0,0,0,7159,0,0,1,3,2320,0
49,28,0,1,0,0,0,0,3,0,0.0,0.0,0,0,0,1,6391,0,0,1,1,0,1
27,18,0,3,0,0,0,0,3,1,0.0,0.0,0,0,0,0,3706,0,1,0,3,2945433,0
77,23,1,1,0,0,0,0,5,0,0.207792208,0.0,0,0,0,0,5767,0,0,1,2,0,1
75,39,0,3,2,0,0,0,5,1,0.08,0.0,0,1,0,0,11,0,0,1,0,0,1
32,17,0,1,0,0,0,0,4,0,0.0,0.0,0,0,0,0,6871,0,1,1,2,2774303,1
49,14,0,2,2,0,0,0,4,0,0.0,0.0,0,0,0,0,7812,0,1,0,7,210,0
45,12,0,1,0,0,0,0,6,0,0.0,0.0,0,0,0,0,3828,0,0,0,5,5619,0
148,16,1,2,1,0,1,3,11,1,0.216216216,0.0,0,1,0,1,883,0,1,1,0,0,1
64,17,0,3,1,0,0,0,8,1,0.0,0.0,0,1,0,3,2345,0,0,1,0,0,1
28,20,0,2,0,0,0,0,2,1,0.0,0.0,0,0,0,0,-1,0,1,0,0,0,0
68,42,1,4,0,0,0,0,4,0,0.132352941,0.0,1,0,0,0,3993,0,0,1,0,5707171,1
76,32,0,2,1,0,0,0,7,1,0.0,0.0,0,1,0,3,287,0,0,1,0,0,1
124,46,1,5,0,0,1,3,5,1,0.153225806,0.0,1,0,0,0,3993,0,1,1,0,5707171,1
33,25,0,2,1,0,0,0,2,0,0.03030303,0.04,0,0,1,0,7297,0,1,1,5,0,1
52,20,0,2,3,0,0,0,4,1,0.038461538,0.0,0,0,0,0,7445,0,0,1,4,145656,0
54,36,0,2,3,0,1,0,3,0,0.0,0.0,0,0,1,0,7296,0,1,1,5,0,1
59,19,0,2,0,0,1,1,3,1,0.0,0.0,0,0,0,0,5961,0,0,0,6,3729,0
89,81,1,8,1,0,0,0,3,1,0.247191011,0.271604938,1,1,0,0,-1,0,0,1,0,0,1
74,39,0,3,2,0,0,0,4,1,0.081081081,0.0,0,1,0,0,11,0,0,1,0,0,1
27,16,0,1,1,0,0,0,4,0,0.0,0.0,0,1,0,0,718,0,0,1,0,0,1
56,16,1,3,1,0,1,0,4,1,0.25,0.0,0,1,0,0,5803,0,0,1,2,0,1
36,28,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,-1,0,0,0,0,0,0
39,25,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,6259,0,0,0,6,682,0
40,33,0,2,1,0,0,0,2,0,0.2,0.242424242,0,0,0,0,5159,0,0,0,8,0,0
30,13,0,1,0,0,0,0,5,0,0.0,0.0,0,0,0,0,4019,0,0,1,2,0,1
32,13,0,1,0,0,0,0,5,0,0.0,0.0,0,0,0,0,1496,0,1,1,2,2979260,1
27,14,0,1,0,0,0,0,3,0,0.111111111,0.0,0,0,0,0,1204,0,1,1,3,379676,0
25,17,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,6378,0,0,0,4,0,0
127,50,1,4,1,0,1,3,4,0,0.204724409,0.0,1,1,0,0,3993,0,1,1,0,5707171,1
81,54,1,5,1,0,0,0,5,1,0.148148148,0.0,1,1,0,0,4003,0,0,1,0,5816617,1
73,33,0,3,5,0,0,0,3,0,0.02739726,0.0,0,0,0,0,323,0,0,1,0,0,1
57,21,1,3,1,0,0,0,5,0,0.105263158,0.0,0,1,1,0,10677,0,1,1,8,23,0
113,24,1,3,0,0,1,2,4,0,0.159292035,0.0,0,0,0,0,4225,0,0,1,3,11753,1
49,16,0,2,0,0,0,0,4,0,0.0,0.0,0,0,0,0,7129,0,1,0,7,12,0
27,15,0,2,0,0,0,0,4,0,0.074074074,0.066666667,0,0,0,0,358,0,0,1,1,0,1
68,22,0,3,0,0,0,0,6,1,0.058823529,0.0,0,0,0,0,7351,0,0,0,4,0,0
31,23,0,2,0,0,0,0,3,0,0.0,0.0,0,0,1,0,7298,0,0,0,5,2347807,0
57,40,0,5,2,0,0,0,3,0,0.052631579,0.075,0,0,1,1,5627,0,0,1,5,0,1
129,54,1,5,1,0,1,3,5,1,0.170542636,0.0,1,1,0,0,3992,0,0,1,0,5697976,1
201,22,1,2,0,0,1,3,4,0,0.417910448,0.0,0,0,0,2,1206,0,0,1,0,0,1
110,34,0,4,7,0,0,0,5,0,0.054545455,0.0,0,0,0,0,7448,0,1,1,8,385,0
61,12,1,3,2,0,0,0,3,1,0.114754098,0.0,0,0,0,0,7919,0,0,0,6,5635,0
35,27,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,152,0,0,1,0,5008870,1
126,50,1,4,1,0,1,3,4,0,0.150793651,0.0,1,1,0,0,3992,0,0,1,0,5697976,1
127,50,1,4,1,0,1,3,5,0,0.165354331,0.0,1,1,0,0,3993,0,0,1,0,5707171,1
56,20,0,3,1,0,0,0,5,0,0.107142857,0.0,0,0,0,0,5440,0,0,1,2,0,0
30,21,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,4384,0,1,0,6,0,0
88,14,1,2,5,0,0,0,6,1,0.090909091,0.0,0,0,0,0,9397,0,1,0,9,15,0
44,17,1,2,1,0,0,0,5,1,0.181818182,0.0,0,1,0,0,-1,0,0,1,3,0,0
37,28,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,5526,0,1,0,5,749882,0
52,25,1,2,2,0,0,0,6,0,0.288461538,0.08,0,0,0,0,56,0,0,0,0,0,1
67,36,0,3,1,0,0,0,4,0,0.0,0.0,0,1,0,0,-1,0,1,0,5,758839,0
19,11,0,2,0,0,0,0,3,0,0.1578947369999999,0.272727273,0,0,0,0,-2,1,0,1,0,0,1
47,10,1,2,1,0,0,0,5,0,0.404255319,0.0,0,1,0,0,199,0,0,1,0,0,1
61,19,0,4,1,0,0,0,7,1,0.06557377,0.0,0,1,0,3,2517,0,0,1,2,0,1
32,23,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,3015,0,1,0,3,1975489,0
22,13,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,-1,0,1,0,3,976514,0
126,50,1,4,1,0,1,3,5,0,0.126984127,0.0,1,1,0,0,3993,0,1,1,0,5707171,1
59,19,0,4,0,0,1,1,5,0,0.016949153,0.0,0,0,0,1,-1,0,0,1,0,0,1
22,13,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,-1,0,1,0,1,0,0
52,17,0,3,1,0,0,0,4,1,0.0,0.0,0,0,0,0,-1,0,0,0,4,3977938,0
98,17,0,6,2,0,0,0,5,1,0.0,0.0,0,0,1,0,1317,0,1,1,2,889963,1
73,50,1,3,1,0,0,0,4,0,0.246575342,0.36,0,1,0,0,1015,0,0,1,2,1196152,1
101,24,0,2,7,0,0,0,7,1,0.03960396,0.0,0,0,0,0,9097,0,0,0,6,1193,0
57,38,0,4,3,0,0,0,3,0,0.105263158,0.1578947369999999,0,0,1,2,5615,0,1,1,5,0,1
21,13,0,2,0,0,0,0,2,1,0.0,0.0,0,0,0,0,-1,0,1,0,0,0,1
78,12,1,3,4,0,0,0,3,1,0.08974359,0.0,0,0,0,0,7918,0,0,1,6,5638,0
60,51,0,2,0,0,0,0,3,0,0.0,0.0,0,0,0,0,5231,0,1,0,7,0,0
48,18,0,2,0,0,1,1,4,1,0.083333333,0.0,0,0,0,0,5301,0,0,1,0,0,1
64,20,0,3,1,0,0,0,7,1,0.0,0.0,0,1,0,3,157,0,0,1,0,0,1
54,24,0,2,2,0,0,0,4,1,0.0,0.0,0,1,0,0,7984,0,0,0,5,36841,0
84,18,1,2,4,0,0,0,6,1,0.095238095,0.0,0,0,0,1,9206,0,0,0,6,6081,0
51,15,0,3,0,0,0,0,5,0,0.1372549019999999,0.0,0,0,0,0,11558,0,1,1,7,611,0
80,33,0,6,2,1,1,2,3,0,0.1,0.212121212,0,0,1,0,5612,0,1,1,5,0,1
91,15,1,4,5,0,0,0,7,0,0.131868132,0.8,1,1,0,3,-1,1,0,1,0,0,1
34,14,0,2,1,0,0,0,4,1,0.0,0.0,0,1,0,0,5788,0,1,0,7,163,0
82,26,0,2,1,0,0,0,7,0,0.0,0.0,0,1,0,3,2542,0,0,1,3,2034769,1
20,11,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,7861,0,1,0,3,42346,0
33,24,0,2,2,0,0,0,3,1,0.0,0.0,0,0,0,0,-1,0,1,0,2,0,0
62,41,0,2,2,0,0,0,5,0,0.0,0.0,0,0,0,0,4391,0,0,1,0,0,1
32,24,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,4330,0,0,0,4,1581987,0
19,10,0,1,0,0,0,0,3,0,0.0,0.0,0,0,0,0,7716,0,1,0,3,9611882,0
36,27,0,2,1,0,0,0,3,0,0.0,0.0,0,1,0,0,2837,0,1,1,2,0,1
18,10,0,1,0,0,0,0,3,0,0.0,0.0,0,0,0,0,-1,0,0,0,4,969359,0
129,54,1,5,1,0,1,3,5,1,0.093023256,0.0,1,1,0,0,3992,0,0,1,0,5697976,1
42,35,0,2,0,0,0,0,2,0,0.0,0.0,0,0,1,0,7295,0,0,1,5,0,1
132,16,0,3,2,0,1,1,4,0,0.098484848,0.0,0,0,0,0,7764,0,1,0,5,32,1
111,18,0,2,4,0,0,0,6,0,0.0,0.0,0,0,0,0,2214,0,0,1,0,0,1
41,14,0,1,0,0,1,1,3,0,0.024390244,0.0,0,0,0,0,279,0,0,0,3,0,0
29,8,0,2,0,0,0,0,4,0,0.034482759,0.125,0,0,0,0,2492,0,0,1,0,0,1
29,17,0,1,0,0,0,0,4,0,0.0,0.0,0,0,0,0,3731,0,0,1,2,1712890,1
39,18,0,1,0,0,0,0,5,0,0.0,0.0,0,0,0,0,2718,0,0,1,2,0,1
39,30,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,-1,0,1,0,3,1442242,0
134,14,1,4,7,1,0,1,3,1,0.343283582,0.0,0,0,0,1,-1,0,0,1,0,0,1
44,36,0,3,2,0,0,0,3,0,0.0,0.0,0,0,0,0,-1,0,0,1,0,0,1
32,18,0,2,0,0,0,0,4,1,0.0,0.0,0,0,0,0,7907,0,1,0,7,154,0
23,14,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,9003,0,1,0,4,495604,0
41,16,1,3,0,0,0,0,4,1,0.1707317069999999,0.0,0,0,0,0,6238,0,0,1,8,62,0
26,17,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,9254,0,1,0,6,241824,0
32,24,0,2,0,0,0,0,3,0,0.0,0.0,0,0,0,0,4898,0,0,0,3,1296086,0
48,24,0,3,0,0,0,0,4,0,0.041666667,0.083333333,0,0,0,1,8,0,0,1,0,0,1
47,17,0,3,0,0,1,1,3,1,0.0,0.0,0,0,0,0,-1,0,1,0,7,82,1
24,15,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,2460,0,1,0,3,105724,0
57,16,0,3,1,0,0,0,5,1,0.035087719,0.0,0,1,0,0,4426,0,0,0,5,2108258,0
76,50,1,4,1,0,0,0,4,0,0.131578947,0.0,1,1,0,0,3992,0,0,1,0,5697976,1
75,15,1,2,0,0,1,1,3,1,0.266666667,0.0,0,0,0,0,5850,0,0,1,0,0,1
52,25,1,5,0,1,0,0,3,0,0.057692308,0.12,0,0,1,0,5614,0,1,1,5,0,1
27,19,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,4259,0,0,0,3,7732775,0
61,30,0,5,1,0,0,0,4,0,0.032786885,0.066666667,0,1,1,2,5615,0,1,1,5,0,1
44,14,0,1,1,0,0,0,4,0,0.0,0.0,0,1,0,0,-1,0,0,1,1,0,1
40,21,0,1,0,0,0,0,6,0,0.05,0.0,0,0,0,0,771,0,1,1,0,0,1
35,26,0,4,0,0,0,0,3,0,0.057142857,0.076923077,0,0,1,0,5614,0,1,1,5,0,1
28,20,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,3639,0,0,0,4,2923557,0
59,17,0,2,4,0,0,0,4,1,0.0,0.0,0,0,0,0,2733,0,1,0,5,104044,0
30,21,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,-1,0,1,0,2,2173636,0
42,23,0,2,0,0,0,0,5,0,0.023809524,0.0,0,0,0,0,6606,0,1,1,5,899,1
100,18,1,3,1,0,0,0,8,1,0.23,0.0,0,1,0,3,254,0,0,1,0,0,1
74,20,1,2,0,0,1,1,3,1,0.3378378379999999,0.15,0,0,0,0,111,0,1,0,0,2278163,1
21,12,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,2632,0,1,0,3,380180,0
61,25,0,4,0,0,0,0,6,1,0.0,0.0,0,0,0,1,3631,0,0,1,0,0,1
56,12,0,2,0,0,0,0,6,0,0.089285714,0.25,0,0,0,0,2191,0,0,1,0,0,1
227,22,1,4,0,0,1,3,5,1,0.317180617,0.0,0,0,0,1,4873,0,1,1,2,0,1
51,14,0,3,0,0,1,1,4,1,0.098039216,0.0,0,0,0,1,6077,0,1,0,5,9952,0
60,27,0,3,0,0,0,0,5,0,0.066666667,0.0,0,0,0,0,7289,0,0,0,4,51679,0
36,17,0,2,0,0,0,0,4,0,0.0,0.0,0,0,0,0,6646,0,0,1,0,0,1
51,24,0,3,0,0,0,0,3,1,0.0,0.0,0,0,0,0,5204,0,0,0,5,26730,0
83,16,0,3,4,0,0,0,5,1,0.144578313,0.0,0,0,0,0,5987,0,1,0,4,129605,0
127,50,1,4,1,0,1,3,4,0,0.125984252,0.0,1,1,0,0,4003,0,1,1,0,5816617,1
29,20,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,-1,0,1,1,0,0,0
26,18,0,2,0,0,0,0,3,1,0.0,0.0,0,0,1,0,2383,0,0,0,3,0,0
44,26,0,2,0,0,0,0,3,0,0.0,0.0,0,0,0,0,9,0,1,1,0,0,1
61,22,0,1,2,0,0,0,8,0,0.098360656,0.0,0,1,0,2,2300,0,0,1,2,0,1
25,17,0,2,0,0,0,0,3,1,0.0,0.0,0,0,0,0,-1,0,0,0,5,0,0
43,17,0,3,1,0,0,0,4,0,0.0,0.0,0,1,0,0,5513,0,0,1,0,0,1
45,13,0,2,0,0,0,0,4,0,0.0,0.0,0,0,0,0,257,0,0,1,2,0,0
43,12,0,1,1,0,0,0,6,0,0.0,0.0,0,1,0,3,536,0,0,1,3,0,1
133,25,0,2,2,0,1,2,7,0,0.067669173,0.0,0,1,1,0,8019,0,1,0,4,0,1
43,15,0,2,3,0,0,0,3,1,0.0,0.0,0,0,0,0,5886,0,0,0,6,184,0
83,20,0,2,6,0,0,0,4,1,0.0,0.0,0,0,0,0,6559,0,1,0,4,18688,0
58,14,1,2,2,0,0,0,5,1,0.137931034,0.0,0,0,0,0,5051,0,1,0,7,283,0
27,18,0,2,1,0,0,0,3,0,0.0,0.0,0,1,0,0,561,0,1,1,2,0,1
53,21,0,2,1,0,0,0,5,0,0.018867925,0.0,0,1,0,2,4397,0,0,1,2,0,1
71,14,1,2,0,0,1,1,3,0,0.183098592,0.0,0,0,0,0,4376,0,0,1,1,0,1
50,21,0,2,0,0,0,0,5,0,0.08,0.0,0,0,0,0,2314,0,0,1,0,0,1
